datetime,log_source,src_ip,resolver_ip,query,type,answer,return_code
2024-06-14 22:18:35.213,dns_logger_1,10.20.30.48,160.141.33.216,moosebird.furbisherdump.com,A,111.230.228.63,0
2024-06-14 22:18:35.314,dns_logger_1,10.20.30.58,198.240.20.16,sephardim.mosaicistboldness.com,A,39.58.143.105,0
2024-06-14 22:18:35.415,dns_logger_1,f475:3fcc:6f17:caec:46c3:7f17:e895:c29a,c807:bf3a:fa55:6fe6:6c60:781e:eac4:79fa,thymoma.ureterocolostomyspatchcock.com,AAAA,98fb:1882:2807:fd42:f4f9:9f53:a39f:fd83,0
2024-06-14 22:18:35.516,dns_logger_1,a118:a915:96bd:75d9:fa3d:36ca:4146:f7f7,7fa2:b2e:3d27:5f1a:7c8e:c2a4:400c:7869,abstinence.archhostphillipsine.com,AAAA,286d:78c4:bc8:883f:4abc:afdc:cdcf:f152,0
2024-06-14 22:18:35.617,dns_logger_1,10.20.30.149,217.219.213.185,panzer.sateenundiverted.com,A,138.218.31.239,0
2024-06-14 22:18:35.718,dns_logger_1,2a3f:2d4b:bdea:b68c:a131:6c04:b721:726c,bb2d:e1d5:a8e1:b1ba:69c6:22d4:a62f:559d,spadebone.psychopathicquale.com,AAAA,e470:e1b8:1ad5:8c90:d16b:30ba:8358:2ecc,0
2024-06-14 22:18:35.819,dns_logger_1,3e2d:7ab7:2dad:f1e2:b61f:7e68:b2b7:2691,617c:6f03:4c2c:c7b7:ea0:12c0:731a:8d2,sapotilla.arrhiniatactlessly.com,AAAA,3f09:5d81:10c5:1983:785c:621e:369f:820a,0
2024-06-14 22:18:35.920,dns_logger_1,10.20.30.46,118.102.2.75,hyperexaltation.undeclaimingpeachberry.com,A,53.93.226.149,0
2024-06-14 22:18:36.021,dns_logger_1,10.20.30.251,246.57.106.70,peratae.overrudefrivolist.com,A,223.201.77.111,0
2024-06-14 22:18:36.122,dns_logger_1,10.20.30.239,120.1.52.101,chrysocracy.declassifymalaccident.com,A,126.212.245.95,0
2024-06-14 22:18:36.223,dns_logger_1,10.20.30.236,149.243.213.25,nonhomogenous.hungarianemean.com,A,208.135.112.133,0
2024-06-14 22:18:36.324,dns_logger_1,74c0:f717:2b52:b2f1:693c:5e0f:8459:2521,aa5f:629d:c45:35a1:943:13dd:d656:950e,angelet.zippycondemnate.com,TXT,None,0
2024-06-14 22:18:36.425,dns_logger_1,11ff:8390:e498:fecb:1475:f0a6:2b64:1a36,e16d:97ba:39a7:33e2:e7c4:9981:bd80:f041,fermentum.galactophagistpropalinal.com,AAAA,c40b:cf3b:7bbd:373e:2575:6d10:2a24:d5e8,0
2024-06-14 22:18:36.526,dns_logger_1,10.20.30.167,254.3.90.135,counterdiscipline.epigenistarmageddonist.com,A,126.83.36.91,0
2024-06-14 22:18:36.627,dns_logger_1,10.20.30.203,173.214.152.38,coessential.habituallysteadfast.com,A,145.36.66.8,0
2024-06-14 22:18:36.728,dns_logger_1,10.20.30.84,46.204.35.179,springiness.statuednodose.com,A,143.194.129.1,0
2024-06-14 22:18:36.829,dns_logger_1,c530:99de:8f8c:ae19:fda4:77e1:f4e6:76ca,dc5:9a47:a61e:80b0:f030:2ffe:cf12:7edc,unfiery.polypiteislamize.com,AAAA,6e3:a47:9317:d68b:8ff0:cefa:fe93:aacb,0
2024-06-14 22:18:36.930,dns_logger_1,3249:2739:57fd:d2ca:5f3f:a467:fc9e:ec4e,7658:9013:8b92:64a0:dc2b:b87e:d789:cb03,gymnical.ravireplod.com,AAAA,9e68:5d4d:13e3:ade2:85f3:2716:294:bb8a,0
2024-06-14 22:18:37.031,dns_logger_1,10.20.30.202,64.176.222.41,benzocoumaran.willingnessbishophood.com,A,95.148.251.77,0
2024-06-14 22:18:37.132,dns_logger_1,10.20.30.108,64.89.71.250,zanyism.restorationmonophote.com,A,20.49.30.172,0
2024-06-14 22:18:37.233,dns_logger_1,10.20.30.67,191.170.167.236,discopodous.sandermycose.com,A,157.5.217.10,0
2024-06-14 22:18:37.334,dns_logger_1,10.20.30.255,234.15.54.44,uninventive.hermeticsdepressingly.com,A,206.165.6.98,0
2024-06-14 22:18:37.435,dns_logger_1,10.20.30.182,15.0.93.181,repudiation.quodlibeticpanegyrist.com,A,219.18.86.10,0
2024-06-14 22:18:37.536,dns_logger_1,10.20.30.67,229.14.187.112,muter.wasatchretaliationist.com,A,67.68.60.55,0
2024-06-14 22:18:37.637,dns_logger_1,9aa2:54d6:1a2e:a612:5a26:241c:d82a:d502,9bf3:64:3c94:f868:da0f:774e:c2be:8d24,antiempirical.sompnerbathychrome.com,AAAA,cea7:56f9:fcf3:c9f5:1f0f:c7c0:2708:58c0,0
2024-06-14 22:18:37.738,dns_logger_1,10.20.30.71,66.124.240.166,talmudistic.karyomitonpentiodide.com,A,237.38.99.47,0
2024-06-14 22:18:37.839,dns_logger_1,9a3f:11b2:2256:2089:67f:666d:d8be:cb5,9cba:65a:4db:9177:13d4:1b54:d555:bb55,semifitting.benefactionthameng.com,AAAA,c4d1:dc50:4833:5921:e358:3191:e952:ffba,0
2024-06-14 22:18:37.940,dns_logger_1,10.20.30.151,55.100.186.115,lobby.telephotographicallurer.com,A,36.160.150.244,0
2024-06-14 22:18:38.041,dns_logger_1,10.20.30.98,138.16.71.249,poeticalness.cousinlyblubberous.com,A,157.158.218.251,0
2024-06-14 22:18:38.142,dns_logger_1,10.20.30.159,27.87.2.212,chroma.unsalvedshita.com,A,32.238.90.20,0
2024-06-14 22:18:38.243,dns_logger_1,ec21:b585:c48a:fcc8:a78:2c8f:8ed4:691d,aef4:3d35:4e61:e18d:c73c:448e:19a3:b0b9,autotherapeutic.weedproofdiffidence.com,AAAA,3851:b8ad:f631:5835:bc03:a15:4b05:b918,0
2024-06-14 22:18:38.344,dns_logger_1,ab97:8085:c19a:9045:cee2:d7db:5769:a4e5,b049:f98d:83fc:ee2e:672c:f348:b7d5:be71,swinishly.triangulatorstabilizator.com,SOA,None,0
2024-06-14 22:18:38.445,dns_logger_1,10.20.30.26,12.143.184.242,aluminothermy.quartodecimanismfiddlewood.com,A,113.151.126.101,0
2024-06-14 22:18:38.546,dns_logger_1,10.20.30.36,232.137.191.55,leptotyphlops.expenthesisscandix.com,A,205.16.19.59,0
2024-06-14 22:18:38.647,dns_logger_1,10.20.30.27,57.51.175.7,plumpish.evangelicallybelaced.com,A,166.57.249.39,0
2024-06-14 22:18:38.748,dns_logger_1,5eeb:a295:53af:6fd:35d2:17f:85a2:6345,82ca:d689:a664:b947:5462:8124:b6ad:51b9,shalt.stapeliaoperameter.com,AAAA,f7bd:dfa3:bf42:f7b3:9236:7f30:a251:37df,0
2024-06-14 22:18:38.849,dns_logger_1,2dcf:9d79:6cf0:bb86:82bc:fbff:4bbd:6d03,738b:e37c:b714:94f:7aa4:3cf3:290f:b40d,amsel.unoperatingthoracicoacromial.com,AAAA,8d99:c67e:f889:2a64:bc50:bf26:cec:878a,0
2024-06-14 22:18:38.950,dns_logger_1,e864:9cab:8afc:d093:a472:7cf4:a793:268b,4de3:76e4:ca63:2291:c512:9462:bd0f:14a7,plebeianly.minoratetribunitive.com,AAAA,4581:ddb1:fa2a:bbe0:6428:3346:cdba:2c06,0
2024-06-14 22:18:39.051,dns_logger_1,10.20.30.138,19.10.50.155,marathon.allogenesubitane.com,A,44.207.151.88,0
2024-06-14 22:18:39.152,dns_logger_1,c50e:e771:efc0:eed1:4cdc:1630:1853:c1e4,e8e9:7f0c:263:a02e:7a0d:d92d:ccd5:4c1f,impalpable.wetumpkafrontosquamosal.com,AAAA,dd73:d719:9b4a:8fe3:c7f6:c96a:dcc0:9d64,0
2024-06-14 22:18:39.253,dns_logger_1,10.20.30.66,100.143.177.84,keelhaul.schematistimpoison.com,A,26.191.227.159,0
2024-06-14 22:18:39.354,dns_logger_1,10.20.30.11,51.232.151.141,onondagan.nonoxidizablenepheligenous.com,A,16.197.234.229,0
2024-06-14 22:18:39.455,dns_logger_1,10.20.30.137,134.178.124.117,kinesthesia.hebetesheeter.com,A,185.99.21.91,0
2024-06-14 22:18:39.556,dns_logger_1,10.20.30.74,94.66.51.202,unjumbled.ararobaoverstowage.com,A,92.247.34.68,0
2024-06-14 22:18:39.657,dns_logger_1,10.20.30.16,92.23.217.202,unreasoning.pinguescencemicromeasurement.com,A,44.235.49.167,0
2024-06-14 22:18:39.758,dns_logger_1,10.20.30.9,168.165.233.13,cymotrichy.argivenous.com,A,136.101.182.253,0
2024-06-14 22:18:39.860,dns_logger_1,10.20.30.22,55.215.168.32,transgression.scenecrafthispidity.com,A,17.157.190.103,0
2024-06-14 22:18:39.960,dns_logger_1,10.20.30.251,109.100.211.119,ferineness.vulcanalianrechabitism.com,A,199.99.81.201,0
2024-06-14 22:18:40.061,dns_logger_1,10.20.30.53,143.155.181.185,weissite.unawedsiphonobranchiate.com,A,249.240.3.248,0
2024-06-14 22:18:40.162,dns_logger_1,2ed7:4e16:285f:7a15:733b:8c10:59dc:f29f,97b1:3e2e:8e6b:6028:a463:f6f9:3f46:c4fd,overpassionately.spurproofgreenlandman.com,AAAA,c12c:6358:e8f8:f31f:4ee2:f704:c356:f868,0
2024-06-14 22:18:40.263,dns_logger_1,10.20.30.150,28.4.27.237,mendee.leechwortrecording.com,A,10.157.159.99,0
2024-06-14 22:18:40.364,dns_logger_1,10.20.30.234,147.117.194.115,brightening.hidroticgnatling.com,A,12.41.233.156,0
2024-06-14 22:18:40.466,dns_logger_1,10.20.30.148,198.41.179.124,busby.pisauridaerettery.com,A,178.200.45.157,0
2024-06-14 22:18:40.566,dns_logger_1,bda0:29ea:49ef:4a13:403:2e3a:bc1d:faf4,e069:458f:d400:656e:1e4f:bf8:ef0b:4fea,purana.notorietycaponier.com,AAAA,9a0a:99aa:3e87:2918:5e09:99b1:b470:ecc8,0
2024-06-14 22:18:40.667,dns_logger_1,10.20.30.192,16.226.124.194,pedary.skylightarenarious.com,A,121.80.23.7,0
2024-06-14 22:18:40.768,dns_logger_1,10.20.30.122,151.100.131.109,husbandlike.interpealtoxalbumin.com,A,222.116.43.98,0
2024-06-14 22:18:40.869,dns_logger_1,10.20.30.108,229.208.97.126,stopwork.smellagecubitocarpal.com,A,184.145.180.203,0
2024-06-14 22:18:40.970,dns_logger_1,10.20.30.162,64.184.216.200,vivifier.bedoteyatvyag.com,A,35.115.153.110,0
2024-06-14 22:18:41.071,dns_logger_1,10.20.30.140,57.103.253.19,oversecure.jobbishpseudonavicellar.com,A,20.109.202.164,0
2024-06-14 22:18:41.172,dns_logger_1,10.20.30.229,62.165.59.40,assuredness.oligopolypredespond.com,A,81.162.204.131,0
2024-06-14 22:18:41.273,dns_logger_1,fbec:8f80:47ab:3e9d:3b3e:d734:651f:fe4a,4ce5:1396:464c:352a:fcf8:7e2e:839a:b316,shovelfish.resupineinterrupt.com,AAAA,f18d:f135:8b12:d209:2e1e:6e67:aa30:2072,0
2024-06-14 22:18:41.374,dns_logger_1,10.20.30.233,214.11.21.96,coachbuilding.tinselworksublapsarian.com,A,109.58.184.42,0
2024-06-14 22:18:41.475,dns_logger_1,10.20.30.254,167.122.97.153,unfantastical.tueironunconvoyed.com,A,104.89.174.236,0
2024-06-14 22:18:41.577,dns_logger_1,10.20.30.215,13.184.57.61,colostomy.gallicoleproterandry.com,A,230.4.233.88,0
2024-06-14 22:18:41.678,dns_logger_1,46c3:af45:2f00:3551:15aa:6a05:5742:fa54,c321:20e0:80a2:d79a:22a7:8410:e8f:b9f3,actify.mediodepressedinactively.com,AAAA,a041:2f85:50af:69ca:896b:bc44:20a:78f9,0
2024-06-14 22:18:41.779,dns_logger_1,10.20.30.38,160.77.150.159,puntlatsh.tabaniduncausatively.com,A,126.109.7.65,0
2024-06-14 22:18:41.880,dns_logger_1,10.20.30.28,25.165.186.248,pseudoprofessorial.pygostylerejectamenta.com,A,116.64.234.82,0
2024-06-14 22:18:41.981,dns_logger_1,8c61:3a93:ec21:a015:e329:48b:2b2d:a72c,5c96:ba02:d0d3:f310:e12f:8b10:4197:592b,nonconvivial.paradoantisubmarine.com,AAAA,257d:c282:f195:de54:8c87:3096:164b:69da,0
2024-06-14 22:18:42.082,dns_logger_1,10.20.30.207,149.185.9.81,sextuplet.relevatordenunciation.com,A,171.223.91.154,0
2024-06-14 22:18:42.183,dns_logger_1,c158:13b3:4fe7:2ad2:f5e5:97d7:e2b7:2c5e,6a26:5941:3a1e:43a8:6c47:594f:7402:5363,swarth.catalyzatorpericorneal.com,AAAA,e061:e928:2e67:c7cc:b0c3:e56:6dfa:cce5,0
2024-06-14 22:18:42.284,dns_logger_1,10.20.30.79,24.18.117.188,thigmopositive.ratifyiridodesis.com,A,163.2.199.71,0
2024-06-14 22:18:42.385,dns_logger_1,7609:f774:bd21:9008:413e:b7d4:8a64:e343,c6cc:9ac8:4745:99bf:ef4a:fa68:25bb:f49d,upstrike.diandercrossflower.com,MX,alt5.mx.diandercrossflower.com,0
2024-06-14 22:18:42.486,dns_logger_1,10.20.30.156,208.146.146.143,bolivar.overpowersubandean.com,A,185.215.235.25,0
2024-06-14 22:18:42.587,dns_logger_1,10.20.30.131,149.23.24.9,birminghamize.scopuliformaspersor.com,A,103.202.150.66,0
2024-06-14 22:18:42.688,dns_logger_1,10.20.30.220,219.78.74.177,pettichaps.probusinessdistributionist.com,A,40.138.234.34,0
2024-06-14 22:18:42.789,dns_logger_1,10.20.30.187,113.66.135.210,calumniatory.syncytiomacurlycue.com,A,14.3.133.30,0
2024-06-14 22:18:42.890,dns_logger_1,10.20.30.12,200.154.246.118,disqualification.shadelessnessnonfundable.com,A,188.217.98.240,0
2024-06-14 22:18:42.991,dns_logger_1,10.20.30.8,42.66.122.220,benzoid.wearilylongshore.com,A,237.104.143.71,0
2024-06-14 22:18:43.092,dns_logger_1,10.20.30.233,140.171.180.228,damply.monosepaloustransudatory.com,A,214.29.204.125,0
2024-06-14 22:18:43.193,dns_logger_1,10.20.30.125,134.212.128.255,zoanthus.inferofrontalnonconsent.com,A,32.112.71.233,0
2024-06-14 22:18:43.294,dns_logger_1,10.20.30.35,217.190.84.99,beetmister.mokiviameter.com,A,244.248.146.73,0
2024-06-14 22:18:43.395,dns_logger_1,10.20.30.116,81.174.251.243,unspot.astoundbaalism.com,A,209.119.165.73,0
2024-06-14 22:18:43.496,dns_logger_1,d574:58aa:5d44:c05:eefa:8ef7:9592:1a08,4637:fb3a:f45b:c15d:3492:d3ab:b6c3:dd69,ulnad.unlobedglamour.com,AAAA,296c:45f7:ffdc:9141:d7f7:9d39:af7d:e8fd,0
2024-06-14 22:18:43.597,dns_logger_1,10.20.30.68,84.140.129.249,xylocarpous.aghastnessdeferment.com,A,13.212.218.62,0
2024-06-14 22:18:43.698,dns_logger_1,10.20.30.198,136.92.58.11,empasm.unintentionalnessgigantolite.com,A,244.93.172.117,0
2024-06-14 22:18:43.799,dns_logger_1,10.20.30.142,186.185.154.160,nondiscernment.metallographersubreference.com,A,164.160.191.116,0
2024-06-14 22:18:43.901,dns_logger_1,10.20.30.230,228.103.247.66,broguer.eglandularcholetherapy.com,A,92.125.120.99,0
2024-06-14 22:18:44.001,dns_logger_1,10.20.30.54,214.204.94.162,lackaday.dissolvinglyvictuallership.com,A,227.251.211.89,0
2024-06-14 22:18:44.102,dns_logger_1,10.20.30.187,56.11.32.173,psoadic.unimbodiedvolcanic.com,A,233.27.142.233,0
2024-06-14 22:18:44.203,dns_logger_1,10.20.30.254,183.226.2.247,dichter.latinesquepentaspheric.com,A,198.59.41.138,0
2024-06-14 22:18:44.304,dns_logger_1,56e6:ac42:2512:face:b514:5177:4b52:c89a,8627:acef:28d6:fa1e:94fe:91d7:b4f:83d5,nonaccredited.birdcatchinglargeness.com,AAAA,eb6a:82f1:9b2:9b3:b5fe:6aa0:d142:46dd,0
2024-06-14 22:18:44.405,dns_logger_1,10.20.30.63,15.132.41.183,pigeonman.assortednessflowerpot.com,A,59.95.23.145,0
2024-06-14 22:18:44.506,dns_logger_1,3ad3:4cd4:a505:af8b:8c3f:8274:5cb1:bbe3,13fa:c9a2:1e3b:764d:1c80:8f4f:d4cf:2d5c,foldure.mirfakbedfoot.com,AAAA,fcc4:660f:5575:8580:a77e:dfa7:a3c2:276b,0
2024-06-14 22:18:44.607,dns_logger_1,10.20.30.10,39.174.228.183,gliosis.sockmakingspithame.com,A,246.151.31.67,0
2024-06-14 22:18:44.708,dns_logger_1,c361:ce5d:47c6:9a4d:d9ba:52ab:12a4:997b,4b2c:2fab:81fc:4d39:76d8:f7aa:525a:4e2f,measurability.winglessnessnonfavorite.com,AAAA,7120:b0f5:fdcb:5bf1:f4e0:a738:b1bb:d9c6,0
2024-06-14 22:18:44.809,dns_logger_1,10.20.30.156,113.88.19.230,quaestorship.botcherlyrumness.com,A,136.171.98.145,0
2024-06-14 22:18:44.910,dns_logger_1,4339:958:7f55:bdf2:834a:34c0:7214:a275,21c4:8dd1:d45f:5e08:d675:9bc1:58af:1dbc,worthward.maglemoseanetherization.com,SOA,None,0
2024-06-14 22:18:45.011,dns_logger_1,cf20:6141:8df1:5df0:5ba1:e0e4:ed18:4955,750:60d4:9c02:cf35:920b:f8f2:30bc:b44a,stereoroentgenography.eddyrootomphalopsychic.com,AAAA,a790:d768:55cd:8e4e:bd04:7a09:dd82:bf26,0
2024-06-14 22:18:45.112,dns_logger_1,9e4b:38bf:ab2c:ec55:e1f0:58b:c767:c1c9,d27b:4694:c74a:e60d:79e6:3867:c256:5f67,eleanor.anthropophuisticbiacid.com,AAAA,7b15:bb81:6080:8a1f:4768:aa14:4ca1:bc17,0
2024-06-14 22:18:45.213,dns_logger_1,e7c0:8728:7d91:94e5:63c:231:1e46:da80,6c2d:dc3d:3e87:93b1:a523:a2fa:d02f:62a3,bohereen.bietlecoupleress.com,AAAA,3f2f:5f3a:9506:c47b:24c5:ec5d:1b64:6c09,0
2024-06-14 22:18:45.314,dns_logger_1,b824:7a9b:5534:d1f6:cee7:a664:4c9f:1263,cbb4:efa0:32ef:902c:4935:da0d:7e8c:83ad,periprostatic.leniticmuscari.com,AAAA,8d51:79c1:e209:af6f:ece3:a15b:3d4d:7710,0
2024-06-14 22:18:45.415,dns_logger_1,5ee1:36dc:77b7:5b2:c6e:c6a1:cc00:515c,7e4f:a573:729e:6402:86b2:3fbe:57f7:5c5,acipenserine.expirantauthorize.com,AAAA,dbe0:161a:196b:5d62:3d29:f17d:1156:68a7,0
2024-06-14 22:18:45.516,dns_logger_1,a708:320:adbf:b228:89de:9f7f:6db4:c59f,904:56a1:d185:bc27:474c:56e3:7bbe:94f3,wageworking.sickishnesspalladion.com,AAAA,1cc8:239c:11b9:8dd2:40bb:ec9:a72a:449e,0
2024-06-14 22:18:45.617,dns_logger_1,25cd:8fd7:95b8:69c3:515a:64a0:fb49:f7b,a103:9bf5:5009:f522:ec3e:7e71:23e2:1cca,northernly.octapodypostdetermined.com,AAAA,b505:e846:aa2b:7ac3:11c6:791c:9443:b151,0
2024-06-14 22:18:45.718,dns_logger_1,b417:b529:4e70:43a8:2e53:91c8:2752:8c79,239d:431:e877:de77:a690:66ed:f8ea:a4ef,reattach.sodomistoarcock.com,AAAA,99:5fbb:d867:3e56:b0de:3dfe:27cf:627f,0
2024-06-14 22:18:45.819,dns_logger_1,60c2:9fd3:266e:e4d8:94d5:35f6:2c0f:f29f,4ce7:ec97:36e6:1aac:979b:2e0d:3864:16ed,superheater.tripodianstomatoscope.com,AAAA,374c:c16f:3818:4d8c:568:84bc:d805:3ef2,0
2024-06-14 22:18:45.921,dns_logger_1,10.20.30.103,1.126.112.165,dieffenbachia.antapologybatfowling.com,A,76.247.16.148,0
2024-06-14 22:18:46.021,dns_logger_1,7bbe:d1a9:c1c3:1151:5a45:3ef:49ba:6284,7a94:7870:3475:d7a3:70c1:abde:c7a7:ce34,tornaria.visceromotorreinstator.com,AAAA,a364:cf8e:d605:1122:f4e9:882d:dee9:8e1d,0
2024-06-14 22:18:46.122,dns_logger_1,10.20.30.130,129.0.148.115,reticularian.nidificatethroe.com,A,23.77.167.191,0
2024-06-14 22:18:46.224,dns_logger_1,10.20.30.13,17.246.237.112,bacteriosis.unredeemableprechampioned.com,A,51.62.173.201,0
2024-06-14 22:18:46.325,dns_logger_1,10.20.30.211,3.207.156.97,ethmofrontal.scepterlessavital.com,A,53.254.26.159,0
2024-06-14 22:18:46.426,dns_logger_1,10.20.30.184,65.17.131.138,incontrolled.histrionicismdubious.com,A,134.97.221.196,0
2024-06-14 22:18:46.527,dns_logger_1,10.20.30.174,236.6.62.19,preneglect.saumyaobstetricy.com,A,135.118.114.50,0
2024-06-14 22:18:46.628,dns_logger_1,10.20.30.199,150.192.152.228,amulla.dictographomnipotency.com,A,8.4.215.41,0
2024-06-14 22:18:46.729,dns_logger_1,10.20.30.89,138.163.232.175,almaciga.dhuncheehypobatholithic.com,A,249.169.176.129,0
2024-06-14 22:18:46.830,dns_logger_1,b047:18e9:b086:f573:7889:422:dae2:4fa9,ba65:e434:b36:5947:4a07:6537:d6ab:76dd,moonshiner.phyllosometactor.com,AAAA,d481:d6e8:8c22:33c7:f26c:2821:5cd7:1813,0
2024-06-14 22:18:46.931,dns_logger_1,8d1a:5063:950f:9baa:514c:fa34:1817:619c,6bbe:57a5:b902:964:2079:70e7:ed5b:ab01,mistitle.encirclertheolatry.com,AAAA,6876:e178:1682:df:4f8f:b344:d268:417f,0
2024-06-14 22:18:47.032,dns_logger_1,10.20.30.220,72.235.127.187,disagreeable.conspirationmaidy.com,A,43.119.63.228,0
2024-06-14 22:18:47.133,dns_logger_1,10.20.30.223,26.59.82.169,olid.yahoodomnewmarket.com,A,224.137.69.141,0
2024-06-14 22:18:47.234,dns_logger_1,10.20.30.66,168.189.135.24,quadruplicity.choosableunsubsiding.com,A,55.193.72.35,0
2024-06-14 22:18:47.335,dns_logger_1,10.20.30.86,66.235.6.22,glimmery.praseodymiumwhits.com,A,60.245.155.87,0
2024-06-14 22:18:47.436,dns_logger_1,10.20.30.224,83.124.112.0,routhie.galibipork.com,A,171.21.176.215,0
2024-06-14 22:18:47.538,dns_logger_1,10.20.30.253,130.208.33.235,peat.hackingvulsellum.com,A,158.114.141.129,0
2024-06-14 22:18:47.639,dns_logger_1,86d9:6295:c905:dd17:8845:3e8f:33a2:ec8c,6589:14be:b8e:1c9d:3f54:9450:d732:b71,baccheion.hippometricadjurer.com,AAAA,5eb:3c69:ba4c:6fae:8e11:cb64:e617:bfa9,0
2024-06-14 22:18:47.740,dns_logger_1,e4cb:a1f4:968b:ce4f:f7f2:7a38:ea4f:9d6d,61d5:ad10:bb4d:5aa3:c62e:d7e5:5a40:8489,soapwood.ovenwiseupsit.com,AAAA,7471:1f01:3ed:3aed:c3e3:529d:e7b5:a52e,0
2024-06-14 22:18:47.841,dns_logger_1,81f9:d36b:40ff:93a2:4305:3bb4:c9b5:623b,ad26:7c2a:e7ce:3cef:2c:57bb:173b:7b22,elkhound.enterocolostomyoverlactation.com,AAAA,1b9d:b09b:cd00:e22a:a978:6b1d:b940:5a9c,0
2024-06-14 22:18:47.942,dns_logger_1,3d9d:7f03:af88:69b9:8195:3c9a:6510:1430,6de2:1c75:2e52:2bcc:6f5a:6d14:9bd8:273e,glabellae.basementtileworks.com,AAAA,8e38:4ac7:b395:34a5:d3d0:f4e4:37dc:747c,0
2024-06-14 22:18:48.043,dns_logger_1,7511:a1d8:c30d:f9ac:8950:e125:dddd:be15,f2f2:738:3563:b00d:60fc:21bc:1c8d:12a3,ambonite.urethrocelekyphoscoliotic.com,MX,alt3.mx.urethrocelekyphoscoliotic.com,0
2024-06-14 22:18:48.144,dns_logger_1,10.20.30.46,11.138.163.191,micropterygid.puerilelygrasper.com,A,185.35.99.126,0
2024-06-14 22:18:48.245,dns_logger_1,10.20.30.55,57.213.134.150,burgrave.impugnationspiderweb.com,A,236.209.67.220,0
2024-06-14 22:18:48.346,dns_logger_1,10.20.30.2,126.75.255.11,realistically.snakepipedistractingly.com,A,22.182.125.129,0
2024-06-14 22:18:48.447,dns_logger_1,10.20.30.111,217.217.104.246,monastically.unripenedlutheranizer.com,A,103.120.197.41,0
2024-06-14 22:18:48.549,dns_logger_1,10.20.30.132,221.161.212.175,cockermeg.wawathermoelectricity.com,A,197.182.125.65,0
2024-06-14 22:18:48.650,dns_logger_1,505a:b1cd:55ee:3476:a0c7:fe83:5de0:65c6,11e3:4937:2608:acb6:6a87:8e80:bafc:502c,sammier.overdiscouragemeader.com,AAAA,9342:ad0:8536:9663:209a:6952:b9f2:a1f2,0
2024-06-14 22:18:48.751,dns_logger_1,10.20.30.121,167.52.164.108,unartfully.planktologymesokurtic.com,A,86.111.177.140,0
2024-06-14 22:18:48.852,dns_logger_1,a00e:b530:144d:f5dc:3710:7854:9660:a608,609a:9f38:da05:8f83:1575:185d:5816:691a,arachnites.sufismsoftner.com,AAAA,603a:7977:bd90:c90:bf19:f26:ecfb:fb2,0
2024-06-14 22:18:48.953,dns_logger_1,9d56:a43:9dac:4052:3e6e:5705:7216:d504,63a6:d2a:7e88:cba3:9b0d:1da4:df73:ec69,epifolliculitis.rypeckesthesiometer.com,AAAA,cc4b:bd50:a73e:1646:b168:38d9:ae93:905,0
2024-06-14 22:18:49.054,dns_logger_1,4ef4:94b1:7493:e299:fc0a:a943:a83c:bd2e,d6c0:9d9e:a38d:478c:a133:caf:50d7:69bc,lipography.untouchablysauterelle.com,AAAA,b4d6:e9df:70a2:f2db:59a7:e623:e2fe:329,0
2024-06-14 22:18:49.155,dns_logger_1,58eb:a088:1edc:1758:2120:3fc1:c16b:e2f5,896d:731b:35bb:7643:4785:ef0d:d97d:f8f,spontaneous.thanatobiologicresiliate.com,AAAA,1797:43f6:742f:5102:94ec:1521:a99f:a691,0
2024-06-14 22:18:49.256,dns_logger_1,6f10:97f7:a80d:e058:b976:9b0e:8b89:e268,286d:91fc:481d:d97:296a:fa3a:22c3:5558,celia.pterygomalarpolyphase.com,TXT,None,0
2024-06-14 22:18:49.357,dns_logger_1,10.20.30.171,135.227.68.100,fitched.angiographyforeassign.com,A,48.8.85.76,0
2024-06-14 22:18:49.458,dns_logger_1,5f62:9d82:9b6a:4f32:7971:3858:794a:1c79,74bf:cd04:b69:f757:e752:35a2:8d56:7b21,palaeocrystal.conglomeraticstigmaticalness.com,SOA,None,0
2024-06-14 22:18:49.559,dns_logger_1,10.20.30.206,116.129.145.109,enlistment.peridiolexerophagia.com,A,204.73.208.127,0
2024-06-14 22:18:49.661,dns_logger_1,10.20.30.203,230.202.45.66,gruntled.cephalomantshuttlecock.com,A,139.49.159.164,0
2024-06-14 22:18:49.762,dns_logger_1,10.20.30.4,66.254.48.53,doorward.uncuffedjubilancy.com,A,28.210.11.201,0
2024-06-14 22:18:49.863,dns_logger_1,10.20.30.104,170.198.35.109,mottoed.beauneentonement.com,A,244.88.64.238,0
2024-06-14 22:18:49.964,dns_logger_1,10.20.30.45,224.41.163.166,cyanhydrate.bratstvofidejussionary.com,A,10.115.126.140,0
2024-06-14 22:18:50.066,dns_logger_1,10.20.30.140,138.197.14.96,quinonyl.melanotekitelygodium.com,A,215.250.27.41,0
2024-06-14 22:18:50.167,dns_logger_1,9d1f:f6b9:ff86:e08f:ab07:1da7:7b53:906,f6b8:9b7b:bb06:e3:e289:8c97:145c:aded,heteroclite.watermelonunproductivity.com,AAAA,f5a6:55ca:8c18:5cdc:2081:9dab:3b5c:2d30,0
2024-06-14 22:18:50.268,dns_logger_1,5be:1735:6c9c:4705:20a4:7fb6:2fa7:f25e,5bf9:4a41:3a83:7c8b:fea6:e170:559:4dc1,pontacq.essverbate.com,AAAA,58f8:86df:ed70:8994:c629:48bc:b30:ce64,0
