datetime,log_source,protocol,src_ip,src_port,dst_ip,dst_port,bytes_in,bytes_out,packets_in,packets_out
2024-06-14 22:13:05.719,netflow_logger_1,TCP,9128:7f5f:6487:d30e:3e3d:d622:4bbf:f3fe,65021,519d:78b0:99ab:97e2:70db:9b85:e73c:24c2,80,324922,204284,217,137
2024-06-14 22:13:05.820,netflow_logger_1,UDP,d95:b094:2b87:a1cd:76de:8701:16ad:9cd7,19840,ecea:49d:6cb8:9c7f:ccd1:18d9:6c96:624c,80,269928,128190,180,86
2024-06-14 22:13:05.920,netflow_logger_1,TCP,10.20.30.41,41720,218.79.239.52,443,424345,245798,283,164
2024-06-14 22:13:06.021,netflow_logger_1,UDP,2bc8:f375:b074:8408:7320:e4cb:7c3c:1f46,42978,8094:42f2:d188:7b6a:bacb:dae3:480f:8b,443,325866,43218,218,29
2024-06-14 22:13:06.121,netflow_logger_1,TCP,6afe:ffaa:caaa:50ec:7861:ef14:396e:9fec,65456,7d3f:ce69:6702:39bc:413c:da2b:da5f:1241,53,83134,437,56,1
2024-06-14 22:13:06.221,netflow_logger_1,UDP,10.20.30.223,35905,233.73.250.110,25,156125,18371,105,13
2024-06-14 22:13:06.322,netflow_logger_1,TCP,10.20.30.242,13408,215.180.118.149,443,428201,335333,286,224
2024-06-14 22:13:06.423,netflow_logger_1,TCP,10.20.30.6,58055,192.96.182.201,443,19732,343350,14,229
2024-06-14 22:13:06.523,netflow_logger_1,TCP,4e2c:ac7c:c6fb:a293:96b9:7061:d36b:464d,29634,fd02:f763:ebf9:874c:54af:2594:47c:7221,443,421300,40176,281,27
2024-06-14 22:13:06.623,netflow_logger_1,TCP,10.20.30.209,46864,54.235.56.151,80,462320,188787,309,126
2024-06-14 22:13:06.724,netflow_logger_1,TCP,10.20.30.3,41044,202.40.238.200,80,19218,119321,13,80
2024-06-14 22:13:06.824,netflow_logger_1,TCP,10.20.30.174,31536,128.22.119.152,443,470505,195955,314,131
2024-06-14 22:13:06.925,netflow_logger_1,TCP,70c5:664b:fd24:9eb8:2d05:522e:a6a8:a150,11978,b3ba:3df2:e165:b48a:efed:3bfe:153c:e072,25,202772,19758,136,14
2024-06-14 22:13:07.026,netflow_logger_1,TCP,10.20.30.148,11228,110.124.105.159,443,107188,219713,72,147
2024-06-14 22:13:07.126,netflow_logger_1,TCP,6caf:3201:fe0d:d0d:aa0e:d4d1:8bbd:aa22,19684,bed2:6d59:64f1:aebe:2269:6d14:83f8:fa4,443,45153,194064,31,130
2024-06-14 22:13:07.227,netflow_logger_1,TCP,10.20.30.209,38763,87.215.96.192,443,382051,120770,255,81
2024-06-14 22:13:07.327,netflow_logger_1,TCP,10.20.30.159,63156,205.102.127.70,443,486325,324099,325,217
2024-06-14 22:13:07.428,netflow_logger_1,TCP,a630:6f26:eb99:9217:407b:81a4:358d:ff45,58868,437:8b8d:95e4:e92e:d6fe:d5ec:e30d:1452,443,482434,152745,322,102
2024-06-14 22:13:07.528,netflow_logger_1,TCP,10.20.30.3,34232,150.78.166.163,80,223334,80340,149,54
2024-06-14 22:13:07.629,netflow_logger_1,TCP,3ca7:2130:a46d:e8e1:cc1f:3ba7:5635:3868,65455,eb7f:57e6:ee4f:6bc1:44a9:940f:47d4:51bd,443,41404,262363,28,175
2024-06-14 22:13:07.729,netflow_logger_1,TCP,10.20.30.180,23309,4.85.209.231,80,162546,41805,109,28
2024-06-14 22:13:07.830,netflow_logger_1,TCP,10.20.30.251,28267,66.157.173.30,80,420713,28588,281,20
2024-06-14 22:13:07.931,netflow_logger_1,UDP,10.20.30.36,17818,76.108.32.71,53,316793,98,212,1
2024-06-14 22:13:08.031,netflow_logger_1,UDP,10.20.30.120,15539,47.67.153.117,80,349696,274773,234,184
2024-06-14 22:13:08.131,netflow_logger_1,TCP,2597:ecc3:ec21:9ef9:b1dd:c5d:9451:c875,57676,6fa4:5abd:3f39:23a9:1e01:3028:aad8:cf91,80,281473,279772,188,187
2024-06-14 22:13:08.232,netflow_logger_1,TCP,d124:febe:27da:8348:14df:5236:c71d:5747,19735,ab4a:35c9:21fb:b72a:5bf8:785b:6304:2f4,443,427896,136897,286,92
2024-06-14 22:13:08.333,netflow_logger_1,TCP,10.20.30.71,63568,29.66.35.234,443,451561,216779,302,145
2024-06-14 22:13:08.433,netflow_logger_1,TCP,10.20.30.194,16463,224.226.152.225,443,163958,332644,110,222
2024-06-14 22:13:08.534,netflow_logger_1,TCP,10.20.30.55,30787,39.126.128.214,443,495601,174622,331,117
2024-06-14 22:13:08.634,netflow_logger_1,TCP,ca6a:1af:d569:8162:83f0:6f69:fc39:ade6,13358,ec52:56d8:37fe:b6f:272d:2ec3:bacf:812b,25,253060,18876,169,13
2024-06-14 22:13:08.735,netflow_logger_1,TCP,10.20.30.229,55684,164.60.242.213,22,67373,181651,45,122
2024-06-14 22:13:08.835,netflow_logger_1,UDP,1f35:d646:d949:c41c:6f64:8865:186a:8196,15715,b35a:c99c:86c6:76b0:ac9d:e503:20a0:41d1,443,78383,135394,53,91
2024-06-14 22:13:08.936,netflow_logger_1,TCP,10.20.30.123,64842,55.252.220.172,443,369713,44682,247,30
2024-06-14 22:13:09.036,netflow_logger_1,TCP,10.20.30.220,32682,196.211.194.167,443,206306,102768,138,69
2024-06-14 22:13:09.137,netflow_logger_1,TCP,10.20.30.129,65365,103.59.1.143,80,240088,228547,161,153
2024-06-14 22:13:09.237,netflow_logger_1,TCP,10.20.30.2,22040,34.15.15.212,25,419644,20670,280,14
2024-06-14 22:13:09.338,netflow_logger_1,TCP,10.20.30.71,61975,185.236.2.243,443,233643,54286,156,37
2024-06-14 22:13:09.438,netflow_logger_1,TCP,10.20.30.137,57598,69.58.71.219,443,102306,362560,69,242
2024-06-14 22:13:09.539,netflow_logger_1,UDP,10.20.30.197,41910,248.138.56.37,443,479256,382516,320,256
2024-06-14 22:13:09.640,netflow_logger_1,TCP,10.20.30.4,59996,151.203.149.104,25,465949,1336,311,1
2024-06-14 22:13:09.740,netflow_logger_1,TCP,cfa3:9346:35b2:5d0d:5b7b:ddc7:e87d:ee58,50360,771f:883f:47d9:ee6d:d9ca:c325:9fe8:11d5,80,205604,194974,138,130
2024-06-14 22:13:09.841,netflow_logger_1,TCP,10.20.30.22,14357,95.149.192.28,443,282906,138026,189,93
2024-06-14 22:13:09.941,netflow_logger_1,TCP,10.20.30.203,26820,15.98.43.206,80,474275,207297,317,139
2024-06-14 22:13:10.042,netflow_logger_1,TCP,10.20.30.87,27569,11.27.78.182,53,221925,286,148,1
2024-06-14 22:13:10.143,netflow_logger_1,TCP,10.20.30.0,55975,136.4.249.28,22,430769,192316,288,129
2024-06-14 22:13:10.243,netflow_logger_1,TCP,10.20.30.96,17738,125.117.160.91,443,261194,48932,175,33
2024-06-14 22:13:10.344,netflow_logger_1,UDP,d931:de04:c259:8196:abac:b98b:7e7f:da2b,23878,ee6f:d379:6a4c:db77:8e0d:e6a8:2218:ade8,443,88725,331030,60,221
2024-06-14 22:13:10.444,netflow_logger_1,TCP,10.20.30.104,50912,209.31.212.50,80,269860,111425,180,75
2024-06-14 22:13:10.545,netflow_logger_1,TCP,10.20.30.34,55225,32.28.79.77,443,164934,254534,110,170
2024-06-14 22:13:10.646,netflow_logger_1,TCP,10.20.30.109,53369,171.185.185.245,443,251803,366701,168,245
2024-06-14 22:13:10.747,netflow_logger_1,TCP,f4e8:9f28:eed3:8ad7:f628:6d82:da5f:e084,60496,8bb1:43db:eaf6:6fd5:2e3d:a25e:8335:ab27,443,310106,320763,207,214
2024-06-14 22:13:10.847,netflow_logger_1,TCP,10.20.30.171,17262,133.243.80.18,22,158598,133596,106,90
2024-06-14 22:13:10.948,netflow_logger_1,TCP,10.20.30.4,53403,154.17.12.205,443,415064,324286,277,217
2024-06-14 22:13:11.049,netflow_logger_1,TCP,10.20.30.198,51256,110.88.215.68,443,309442,19623,207,14
2024-06-14 22:13:11.149,netflow_logger_1,TCP,10.20.30.119,11912,41.102.124.111,443,410826,170831,274,114
2024-06-14 22:13:11.250,netflow_logger_1,TCP,10.20.30.245,59249,125.192.160.194,25,291535,10056,195,7
2024-06-14 22:13:11.351,netflow_logger_1,UDP,10.20.30.132,33383,136.204.140.127,443,96735,373311,65,249
2024-06-14 22:13:11.451,netflow_logger_1,ICMP,10.20.30.170,0,178.68.251.203,0,3301,1987,3,2
2024-06-14 22:13:11.552,netflow_logger_1,TCP,7aed:30a4:c03b:f88f:4aac:225:d3b5:cbf2,14379,adf6:f7c:3784:3d96:90a8:140c:a8f0:260c,443,125686,240945,84,161
2024-06-14 22:13:11.653,netflow_logger_1,TCP,10.20.30.29,36237,139.228.53.147,80,24126,15661,17,11
2024-06-14 22:13:11.754,netflow_logger_1,TCP,10.20.30.90,17042,112.231.216.167,443,467433,391892,312,262
2024-06-14 22:13:11.855,netflow_logger_1,TCP,10.20.30.164,42428,242.234.34.38,80,92112,138086,62,93
2024-06-14 22:13:11.956,netflow_logger_1,TCP,d3ef:e61a:f0e6:de98:3bcb:3b2a:17df:dc3b,55704,10d7:2dff:75ab:c4bc:661d:917b:fba2:f5fe,443,470278,89236,314,60
2024-06-14 22:13:12.057,netflow_logger_1,UDP,10.20.30.63,10362,62.11.14.120,443,65568,306234,44,205
2024-06-14 22:13:12.158,netflow_logger_1,TCP,10.20.30.41,65043,208.132.189.83,53,449393,115,300,1
2024-06-14 22:13:12.259,netflow_logger_1,TCP,10.20.30.132,23739,31.9.187.222,443,263798,392786,176,262
2024-06-14 22:13:12.360,netflow_logger_1,TCP,4891:74e3:898d:7786:6e99:729:3f1c:8fb5,32031,918d:eb01:5801:e577:7c58:9f17:dd51:d4ae,443,376122,176847,251,118
2024-06-14 22:13:12.461,netflow_logger_1,TCP,10.20.30.73,42943,225.11.179.85,443,421552,264729,282,177
2024-06-14 22:13:12.562,netflow_logger_1,UDP,10.20.30.32,45231,185.210.226.181,80,248465,44983,166,30
2024-06-14 22:13:12.663,netflow_logger_1,TCP,10.20.30.98,60106,152.8.186.157,22,480760,113632,321,76
2024-06-14 22:13:12.764,netflow_logger_1,TCP,10.20.30.240,48782,157.204.146.125,443,240710,130202,161,87
2024-06-14 22:13:12.865,netflow_logger_1,TCP,f119:ba2b:8048:49c7:9e7b:e37:6850:12c3,58757,bce3:9f85:d680:774a:506f:d7aa:3478:5e9a,443,312049,313901,209,210
2024-06-14 22:13:12.966,netflow_logger_1,TCP,10.20.30.175,20890,17.39.239.6,443,296348,187944,198,126
2024-06-14 22:13:13.067,netflow_logger_1,ICMP,10.20.30.221,0,51.130.130.107,0,3646,2142,3,2
2024-06-14 22:13:13.168,netflow_logger_1,TCP,10.20.30.47,52368,245.155.251.171,443,38279,104146,26,70
2024-06-14 22:13:13.269,netflow_logger_1,UDP,10.20.30.235,29011,90.105.133.44,25,417650,14017,279,10
2024-06-14 22:13:13.369,netflow_logger_1,UDP,10.20.30.242,14611,193.19.11.68,443,394676,90618,264,61
2024-06-14 22:13:13.470,netflow_logger_1,TCP,1fd1:f13e:c596:ff73:5b3f:7454:8239:4222,23156,30bb:839d:1ffd:a197:d6c3:15e6:6999:c0fb,443,360023,348331,241,233
2024-06-14 22:13:13.571,netflow_logger_1,TCP,10.20.30.117,16952,28.73.160.214,80,187891,239835,126,160
2024-06-14 22:13:13.672,netflow_logger_1,TCP,10.20.30.216,23884,27.123.156.191,80,132793,255118,89,171
2024-06-14 22:13:13.773,netflow_logger_1,TCP,9398:ef3:6ae5:7e2f:300b:f866:401f:5563,39315,d8a4:5a:9c4c:97c3:9be2:c250:6744:5b03,443,244021,19624,163,14
2024-06-14 22:13:13.874,netflow_logger_1,TCP,10.20.30.151,45670,198.68.234.197,443,26956,195236,18,131
2024-06-14 22:13:13.975,netflow_logger_1,TCP,10.20.30.113,48817,246.244.215.25,25,475259,1513,317,2
2024-06-14 22:13:14.076,netflow_logger_1,TCP,10.20.30.37,26883,147.136.106.198,443,492292,34205,329,23
2024-06-14 22:13:14.176,netflow_logger_1,ICMP,10.20.30.189,0,57.205.109.226,0,2083,2362,2,2
2024-06-14 22:13:14.277,netflow_logger_1,UDP,10.20.30.234,38649,151.205.225.73,443,125532,178392,84,119
2024-06-14 22:13:14.378,netflow_logger_1,ICMP,10.20.30.112,0,12.36.165.38,0,1566,712,2,1
2024-06-14 22:13:14.478,netflow_logger_1,TCP,7471:1fea:1716:b:74e4:bd5a:4699:ad39,46668,8339:c5aa:284a:744f:e0d9:a631:5810:c373,443,426322,159054,285,107
2024-06-14 22:13:14.579,netflow_logger_1,TCP,10.20.30.165,27985,185.78.193.52,443,384010,219103,257,147
2024-06-14 22:13:14.680,netflow_logger_1,UDP,c966:8c14:4151:d126:891f:2e81:9f87:61b6,24936,bcad:29b9:78d7:18f:a6f9:c906:60b0:5d3a,25,166384,8254,111,6
2024-06-14 22:13:14.781,netflow_logger_1,TCP,8935:703c:20ea:ec3:c4af:caa5:8505:686b,58090,293b:bc59:9f2e:fc8a:2c34:c552:1294:724d,443,460180,26272,307,18
2024-06-14 22:13:14.882,netflow_logger_1,TCP,10.20.30.1,38283,12.138.217.133,443,80709,200396,54,134
2024-06-14 22:13:14.983,netflow_logger_1,TCP,10.20.30.229,45541,120.239.6.175,443,297317,397124,199,265
2024-06-14 22:13:15.084,netflow_logger_1,TCP,10.20.30.94,23294,118.220.152.59,443,62160,295882,42,198
2024-06-14 22:13:15.184,netflow_logger_1,TCP,10.20.30.234,49075,222.161.65.35,443,138174,331300,93,221
2024-06-14 22:13:15.285,netflow_logger_1,TCP,10.20.30.186,40280,242.69.228.181,22,392357,9798,262,7
2024-06-14 22:13:15.386,netflow_logger_1,TCP,10.20.30.164,26119,180.47.157.34,80,225992,372197,151,249
2024-06-14 22:13:15.487,netflow_logger_1,UDP,10.20.30.180,13506,118.148.250.113,443,210095,358186,141,239
2024-06-14 22:13:15.588,netflow_logger_1,TCP,10.20.30.23,37456,255.220.196.162,443,423154,97166,283,65
2024-06-14 22:13:15.689,netflow_logger_1,TCP,10.20.30.97,59464,208.143.147.116,443,118295,329593,79,220
2024-06-14 22:13:15.789,netflow_logger_1,UDP,10.20.30.9,25370,83.179.9.211,443,122590,291890,82,195
2024-06-14 22:13:15.890,netflow_logger_1,UDP,e663:22ba:9ab:2d18:6a14:f83b:3e68:a2ae,35302,a306:65ed:c36f:9312:ee99:8aa0:2e9b:d7fb,25,310675,312,208,1
2024-06-14 22:13:15.991,netflow_logger_1,TCP,10.20.30.25,26771,50.124.70.124,443,311956,146631,208,98
2024-06-14 22:13:16.091,netflow_logger_1,UDP,807f:6859:aeab:e83b:ff8f:9682:767f:b63b,28658,8e0e:7600:5e02:1162:6dd2:f462:b7e3:b4b3,80,203244,8450,136,6
2024-06-14 22:13:16.192,netflow_logger_1,TCP,10.20.30.216,51286,164.244.117.136,53,71213,282,48,1
2024-06-14 22:13:16.293,netflow_logger_1,TCP,10.20.30.164,42788,47.62.166.42,443,442213,110828,295,74
2024-06-14 22:13:16.393,netflow_logger_1,UDP,10.20.30.125,55505,174.32.91.169,443,275697,258986,184,173
2024-06-14 22:13:16.494,netflow_logger_1,TCP,10.20.30.106,29996,87.98.73.124,25,64390,19855,43,14
2024-06-14 22:13:16.595,netflow_logger_1,TCP,10.20.30.18,15341,179.89.146.137,80,20401,386425,14,258
2024-06-14 22:13:16.696,netflow_logger_1,TCP,488d:8489:68e9:94e1:2d01:edc7:f784:4d59,58112,dd86:2d7c:cd6d:484:8aff:d9d6:1306:87bb,443,466519,125657,312,84
2024-06-14 22:13:16.797,netflow_logger_1,UDP,10.20.30.155,38643,209.199.148.29,53,23316,176,16,1
2024-06-14 22:13:16.898,netflow_logger_1,UDP,10.20.30.217,53699,48.186.151.103,25,487298,21278,325,15
2024-06-14 22:13:16.998,netflow_logger_1,UDP,10.20.30.17,61592,119.115.47.15,443,494491,259740,330,174
2024-06-14 22:13:17.099,netflow_logger_1,TCP,3f6f:bb00:3d46:4071:ffed:6a2:4aec:ed9e,19579,e568:693b:b5aa:1c81:bf7a:e93b:5a1c:1896,443,128336,344147,86,230
2024-06-14 22:13:17.200,netflow_logger_1,TCP,10.20.30.202,51785,219.88.42.50,443,285997,376401,191,251
2024-06-14 22:13:17.301,netflow_logger_1,TCP,10.20.30.65,19768,99.83.140.3,443,346590,219640,232,147
2024-06-14 22:13:17.401,netflow_logger_1,TCP,10.20.30.61,23696,209.85.158.181,443,83470,367937,56,246
2024-06-14 22:13:17.502,netflow_logger_1,TCP,5237:d2b3:4175:b781:74aa:31c2:32fd:5664,58996,1ad2:87fb:a0dc:6742:c0fe:b3ba:f237:c244,443,286764,172652,192,116
2024-06-14 22:13:17.603,netflow_logger_1,TCP,10.20.30.135,47281,121.238.15.7,143,439271,19686,293,14
2024-06-14 22:13:17.704,netflow_logger_1,TCP,a8e0:f75b:a275:f3d7:6f7a:bd6f:91b0:60ea,18715,2ee4:db42:92bd:c994:9316:4ccb:345c:5cf8,80,117838,149167,79,100
2024-06-14 22:13:17.805,netflow_logger_1,UDP,7573:8ddd:cfa8:c05:a48:fa7e:a05d:33a,47963,fbb3:d71:c8d2:ff86:ec67:b5d0:4db6:7a5f,443,22962,376639,16,252
2024-06-14 22:13:17.905,netflow_logger_1,TCP,10.20.30.134,49777,128.35.46.133,80,79685,372842,54,249
2024-06-14 22:13:18.006,netflow_logger_1,TCP,10.20.30.24,48966,51.35.32.29,80,350284,48357,234,33
2024-06-14 22:13:18.107,netflow_logger_1,TCP,10.20.30.13,48514,56.66.157.35,443,306211,190414,205,127
2024-06-14 22:13:18.208,netflow_logger_1,TCP,10.20.30.201,21837,237.130.171.249,25,161267,11937,108,8
2024-06-14 22:13:18.309,netflow_logger_1,TCP,10.20.30.35,27029,44.246.8.242,443,113686,289991,76,194
2024-06-14 22:13:18.409,netflow_logger_1,UDP,931f:f712:701:54bc:273b:5e38:97d5:15ba,58091,f79a:1b62:a29c:f85a:be38:5507:d757:eaae,80,371172,5329,248,4
2024-06-14 22:13:18.510,netflow_logger_1,TCP,ef19:607e:d4cc:ad15:7acb:1841:b964:b56a,46695,c169:dcaa:6b33:47f9:6fa8:d1ac:9968:30c3,80,383936,137672,256,92
2024-06-14 22:13:18.611,netflow_logger_1,TCP,10.20.30.249,28768,214.189.94.88,443,342397,113531,229,76
2024-06-14 22:13:18.712,netflow_logger_1,UDP,4b65:8e9e:5543:4f2e:ea79:eb95:dee5:e045,42778,5fdf:e24c:45b9:19ef:6004:600f:4896:72c6,22,151243,56210,101,38
2024-06-14 22:13:18.813,netflow_logger_1,TCP,10.20.30.139,19420,114.214.70.62,443,479554,52913,320,36
2024-06-14 22:13:18.913,netflow_logger_1,UDP,10.20.30.106,30729,229.10.57.146,443,193148,279513,129,187
2024-06-14 22:13:19.014,netflow_logger_1,TCP,10.20.30.48,30063,142.192.244.189,80,240552,199581,161,134
2024-06-14 22:13:19.115,netflow_logger_1,UDP,d8fb:e6f:cdf8:8b5f:ead8:212a:65b1:fd88,22121,1888:7abe:19dc:d918:a669:a237:f6cb:5749,443,8956,382864,6,256
2024-06-14 22:13:19.216,netflow_logger_1,UDP,bab5:e8db:ead4:5976:2fb0:a00e:1534:fe69,13197,92d7:25a:458:1d19:ea7d:3854:f9a:86b3,443,184753,108722,124,73
2024-06-14 22:13:19.317,netflow_logger_1,UDP,f4f:bfd1:5be3:e176:ae6f:7390:95b2:ae8c,25974,9e9b:83d:ca4f:f4c3:3f77:9c97:d401:65a,80,406561,142125,272,95
2024-06-14 22:13:19.417,netflow_logger_1,TCP,10.20.30.19,46641,219.175.1.222,22,145227,192048,97,129
2024-06-14 22:13:19.518,netflow_logger_1,UDP,10.20.30.149,39013,239.155.39.191,443,258597,279848,173,187
2024-06-14 22:13:19.618,netflow_logger_1,UDP,10.20.30.93,22649,164.99.246.12,80,42242,290063,29,194
2024-06-14 22:13:19.719,netflow_logger_1,TCP,10.20.30.4,36843,5.130.107.145,443,154170,361096,103,241
2024-06-14 22:13:19.820,netflow_logger_1,TCP,10.20.30.46,62692,244.1.243.83,53,498831,385,333,1
2024-06-14 22:13:19.920,netflow_logger_1,TCP,5331:ee81:55cd:ca82:9fbd:5f1:edfd:61b1,27296,7f:3a2:6ccc:9383:f4eb:9794:7c39:3a98,443,440275,68291,294,46
2024-06-14 22:13:20.021,netflow_logger_1,TCP,10.20.30.159,62613,44.244.249.198,80,321169,119809,215,80
2024-06-14 22:13:20.122,netflow_logger_1,TCP,10.20.30.163,12677,110.137.205.115,80,268353,293634,179,196
2024-06-14 22:13:20.223,netflow_logger_1,TCP,b59f:89e9:110:b23b:7082:5232:7dd3:e408,21280,b777:ecbf:f3d8:54cf:e094:ec47:acbc:6ca1,22,99536,10248,67,7
2024-06-14 22:13:20.324,netflow_logger_1,TCP,5c12:1d91:118d:eea7:3ad1:a8e7:1b7d:95c0,21888,81eb:498a:f231:9903:900e:e527:98d2:cb28,443,338258,287171,226,192
2024-06-14 22:13:20.425,netflow_logger_1,UDP,10.20.30.210,24198,74.219.32.186,443,345538,29426,231,20
2024-06-14 22:13:20.526,netflow_logger_1,UDP,10.20.30.73,63448,243.149.95.31,53,39353,279,27,1
2024-06-14 22:13:20.626,netflow_logger_1,TCP,10.20.30.64,33602,214.77.181.46,443,176636,347564,118,232
2024-06-14 22:13:20.727,netflow_logger_1,TCP,10.20.30.214,13238,121.74.210.188,443,87116,390211,59,261
2024-06-14 22:13:20.828,netflow_logger_1,TCP,10.20.30.95,27856,152.194.123.241,443,136068,74059,91,50
2024-06-14 22:13:20.929,netflow_logger_1,UDP,327b:b2fe:6cbb:a090:e73e:f6a:5ac3:723a,46333,566d:e9c:e521:6b24:cb30:1ae7:48a8:2b89,80,362980,145277,242,97
2024-06-14 22:13:21.030,netflow_logger_1,TCP,10.20.30.91,48054,143.173.138.177,53,278262,429,186,1
2024-06-14 22:13:21.131,netflow_logger_1,TCP,10.20.30.68,43139,157.98.192.182,80,427944,205310,286,137
2024-06-14 22:13:21.232,netflow_logger_1,TCP,10.20.30.139,46286,14.154.215.56,443,384281,339900,257,227
2024-06-14 22:13:21.332,netflow_logger_1,TCP,10.20.30.164,29918,167.171.75.3,25,61482,3520,41,3
2024-06-14 22:13:21.433,netflow_logger_1,TCP,10.20.30.228,23391,149.155.0.142,443,478666,190940,320,128
2024-06-14 22:13:21.534,netflow_logger_1,TCP,10.20.30.60,27124,60.109.61.198,443,134330,331586,90,222
2024-06-14 22:13:21.635,netflow_logger_1,TCP,10.20.30.34,58755,215.10.213.78,25,471142,22124,315,15
2024-06-14 22:13:21.736,netflow_logger_1,UDP,10.20.30.241,40444,243.221.156.90,80,43003,106484,29,71
2024-06-14 22:13:21.836,netflow_logger_1,UDP,10.20.30.3,25399,33.215.125.117,443,382460,253153,255,169
2024-06-14 22:13:21.937,netflow_logger_1,TCP,10.20.30.127,55147,105.73.68.177,80,455209,178982,304,120
2024-06-14 22:13:22.038,netflow_logger_1,TCP,10.20.30.117,51105,249.79.94.208,80,57359,376065,39,251
2024-06-14 22:13:22.139,netflow_logger_1,TCP,10.20.30.179,10579,181.254.130.157,443,379263,115337,253,77
2024-06-14 22:13:22.239,netflow_logger_1,TCP,10.20.30.53,56604,148.25.158.36,443,83644,382733,56,256
2024-06-14 22:13:22.340,netflow_logger_1,TCP,398f:9e29:2b2a:ac92:ec3e:512d:29f0:3373,24750,a5f7:3421:d482:2dd1:b1e8:9199:f01:289b,22,105833,143998,71,96
2024-06-14 22:13:22.441,netflow_logger_1,TCP,10.20.30.138,26833,199.117.221.61,443,140440,325781,94,218
2024-06-14 22:13:22.542,netflow_logger_1,UDP,10.20.30.8,54062,4.222.38.214,80,131059,196522,88,132
2024-06-14 22:13:22.643,netflow_logger_1,UDP,10.20.30.59,46352,249.92.37.78,443,493682,31679,330,22
2024-06-14 22:13:22.744,netflow_logger_1,TCP,10.20.30.126,13984,78.215.9.74,25,436025,11042,291,8
2024-06-14 22:13:22.845,netflow_logger_1,TCP,10.20.30.6,64008,18.250.134.147,443,73681,110022,50,74
2024-06-14 22:13:22.945,netflow_logger_1,TCP,10.20.30.142,30739,176.67.61.195,53,231561,452,155,1
2024-06-14 22:13:23.046,netflow_logger_1,TCP,10.20.30.62,65401,109.78.69.195,25,152995,10484,102,7
2024-06-14 22:13:23.147,netflow_logger_1,TCP,10.20.30.152,41495,97.92.222.56,443,417472,319361,279,213
2024-06-14 22:13:23.247,netflow_logger_1,UDP,10.20.30.101,56893,253.129.145.213,53,232209,430,155,1
2024-06-14 22:13:23.348,netflow_logger_1,TCP,10.20.30.205,15540,237.102.197.27,443,448347,306397,299,205
2024-06-14 22:13:23.449,netflow_logger_1,ICMP,10.20.30.113,0,211.46.209.173,0,2239,951,2,1
2024-06-14 22:13:23.550,netflow_logger_1,TCP,10.20.30.105,38671,248.79.213.6,443,395041,390369,264,261
2024-06-14 22:13:23.650,netflow_logger_1,TCP,fe0f:a86f:4eb:81ae:d8e1:1710:e457:c81c,37847,f031:d31a:82e4:372a:9110:30a:e9a6:a6c6,80,69490,233747,47,156
2024-06-14 22:13:23.751,netflow_logger_1,TCP,10.20.30.6,10858,248.82.86.24,443,414091,330121,277,221
2024-06-14 22:13:23.852,netflow_logger_1,TCP,10.20.30.15,13664,187.89.56.143,443,180853,363254,121,243
2024-06-14 22:13:23.953,netflow_logger_1,TCP,10.20.30.158,60180,119.111.110.129,443,350381,11343,234,8
2024-06-14 22:13:24.053,netflow_logger_1,TCP,6fa1:dd3a:a2ab:30fd:3b9a:aad4:36eb:6f45,42212,dc51:8e05:2df0:c521:1c65:d517:3ea3:ef7b,80,248082,291507,166,195
2024-06-14 22:13:24.154,netflow_logger_1,TCP,10.20.30.247,10844,8.216.243.131,443,456097,34733,305,24
2024-06-14 22:13:24.255,netflow_logger_1,TCP,10.20.30.19,35622,138.229.19.30,443,237884,42463,159,29
2024-06-14 22:13:24.356,netflow_logger_1,UDP,10.20.30.110,16886,248.129.247.130,25,256310,15029,171,11
2024-06-14 22:13:24.457,netflow_logger_1,TCP,10.20.30.253,32172,170.26.211.106,25,464485,19847,310,14
2024-06-14 22:13:24.558,netflow_logger_1,TCP,10.20.30.241,10576,14.213.214.242,443,421950,197770,282,132
2024-06-14 22:13:24.659,netflow_logger_1,TCP,10.20.30.221,56875,76.129.181.97,443,90238,299897,61,200
2024-06-14 22:13:24.760,netflow_logger_1,TCP,10.20.30.39,44095,221.159.103.35,443,97883,141507,66,95
2024-06-14 22:13:24.860,netflow_logger_1,UDP,30b4:3262:4f0e:35ea:7fca:1ffb:d846:f768,18889,9e30:36a4:fe69:d702:4963:25e1:1bfa:c807,443,20798,19830,14,14
2024-06-14 22:13:24.961,netflow_logger_1,TCP,c46c:1773:d1fd:7317:aceb:ae8e:6361:11c2,41185,e71d:8692:8c4b:afef:b38c:d530:d609:7cbb,443,391286,181367,261,121
2024-06-14 22:13:25.062,netflow_logger_1,TCP,10.20.30.97,19009,209.138.114.25,25,462514,15643,309,11
2024-06-14 22:13:25.163,netflow_logger_1,UDP,10.20.30.53,65077,138.159.20.248,80,422015,308238,282,206
2024-06-14 22:13:25.264,netflow_logger_1,UDP,5f7c:d4fe:6f83:3673:1906:f2ac:5c2f:baf5,36772,7ef4:2ba6:5bf6:638e:a52f:1918:1e3c:456c,443,428325,277887,286,186
2024-06-14 22:13:25.365,netflow_logger_1,TCP,10.20.30.76,10704,232.162.6.13,80,73672,299074,50,200
2024-06-14 22:13:25.465,netflow_logger_1,UDP,10.20.30.67,36975,215.157.174.168,443,37029,110359,25,74
2024-06-14 22:13:25.566,netflow_logger_1,TCP,10.20.30.109,28717,153.237.70.101,443,267733,177037,179,119
2024-06-14 22:13:25.666,netflow_logger_1,TCP,10.20.30.195,64578,66.70.79.93,80,157371,117483,105,79
